item_name,info_json
Tortilla de Patatas,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""potatoes"", ""onions"", ""eggs"", ""salt"", ""pepper"", ""olive oil""],""Preparation Time"": 30}"
Churros,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""flour"", ""water"", ""sugar"", ""eggs"", ""cinnamon"", ""oil"", ""chocolate""],""Preparation Time"": 30}"
Pao de Queijo,"{""Dietary Category"": ""gluten-free"",""Specific Cuisine"": ""Brazilian"",""Ingredients"": [""tapioca flour"", ""parmesan cheese"", ""eggs"", ""milk"", ""butter"", ""salt""],""Preparation Time"": 20}"
Feijoada,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Brazilian"",""Ingredients"": [""beans"", ""pork"", ""beef"", ""onions"", ""garlic"", ""salt"", ""black pepper""],""Preparation Time"": 120}"
Moqueca,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Brazilian"",""Ingredients"": [""shrimp"", ""coconut milk"", ""palm oil"", ""onions"", ""garlic"", ""tomatoes"", ""bell peppers"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Acaraje,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Brazilian"",""Ingredients"": [""black-eyed peas"", ""onions"", ""garlic"", ""shrimp"", ""coconut milk"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Coxinha,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Brazilian"",""Ingredients"": [""chicken"", ""onion"", ""garlic"", ""flour"", ""eggs"", ""butter""],""Preparation Time"": 30}"
Poutine,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Canadian"",""Ingredients"": [""French fries"", ""cheese curds"", ""gravy""],""Preparation Time"": 20}"
Tourtiere,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French-Canadian"",""Ingredients"": [""pork"", ""beef"", ""veal"", ""onions"", ""garlic"", ""salt"", ""pepper"", ""allspice"", ""cloves"", ""cinnamon"", ""nutmeg"", ""poultry seasoning"", "" cognac"", ""butter"", ""flour"", ""eggs"", ""milk""],""Preparation Time"": 40}"
Poutine,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Canadian"",""Ingredients"": [""fries"", ""cheese curds"", ""gravy""],""Preparation Time"": 20}"
Butter Tart,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Canadian"",""Ingredients"": [""butter"", ""sugar"", ""eggs"", ""flour"", ""raisins"", ""nuts""],""Preparation Time"": 40}"
Bannock,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Scottish"",""Ingredients"": [""flour"", ""baking powder"", ""salt"", ""butter"", ""water""],""Preparation Time"": 20}"
Maple Syrup Pie,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Maple Syrup"", ""Pie Crust"", ""Eggs"", ""Heavy Cream"", ""Sugar"", ""Salt"", ""Vanilla Extract""],""Preparation Time"": 40}"
Jerk Chicken,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Jamaican"",""Ingredients"": [""chicken breast"", ""allspice"", ""thyme"", ""scotch bonnet peppers"", ""garlic"", ""ginger"", ""soy sauce"", ""brown sugar"", ""olive oil""],""Preparation Time"": 40}"
Ackee and Saltfish,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Jamaican"",""Ingredients"": [""ackee"", ""saltfish"", ""onions"", ""bell peppers"", ""tomatoes"", ""scotch bonnet peppers"", ""garlic"", ""black pepper""],""Preparation Time"": 30}"
Curry Goat,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""goat meat"", ""onions"", ""garlic"", ""ginger"", ""tomatoes"", ""curry powder"", ""cumin"", ""coriander"", ""turmeric"", ""cayenne pepper"", ""salt"", ""black pepper"", ""coconut milk"", ""ghee""],""Preparation Time"": 40}"
Roti,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""wheat flour"", ""water"", ""ghee"", ""salt""],""Preparation Time"": 20}"
Pelau,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Caribbean"",""Ingredients"": [""rice"", ""peas"", ""chicken"", ""pimentos"", ""onions"", ""tomatoes"", ""scotch bonnet peppers"", ""thyme"", ""garlic"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Barbecue Ribs,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""pork ribs"", ""barbecue sauce"", ""brown sugar"", ""smoked paprika"", ""garlic powder"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gumbo,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Louisiana Creole"",""Ingredients"": [""okra"", ""rice"", ""andouille sausage"", ""chicken"", ""onions"", ""bell peppers"", ""garlic"", ""thyme"", ""cayenne pepper"", ""paprika""],""Preparation Time"": 45}"
Jambalaya,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Louisiana Creole"",""Ingredients"": [""sausages"", ""chicken"", ""shrimp"", ""onions"", ""bell peppers"", ""tomatoes"", ""rice"", ""paprika"", ""cayenne pepper"", ""thyme"", ""oregano""],""Preparation Time"": 40}"
Po Boy Sandwich,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""shrimp"", ""crab"", ""oysters"", ""catfish"", ""mayonnaise"", ""lettuce"", ""tomato"", ""pickles"", ""French bread""],""Preparation Time"": 20}"
Beignets,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""flour"", ""eggs"", ""sugar"", ""butter"", ""yeast"", ""salt"", ""water""],""Preparation Time"": 40}"
Key Lime Pie,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Key lime juice"", ""Condensed milk"", ""Egg yolks"", ""Graham cracker crust"", ""Unsalted butter"", ""Salt"", ""Whipped cream""],""Preparation Time"": 40}"
Cajun Shrimp,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Cajun"",""Ingredients"": [""shrimp"", ""onion"", ""bell pepper"", ""garlic"", ""paprika"", ""cayenne pepper"", ""thyme"", ""oregano"", ""salt"", ""black pepper"", ""butter""],""Preparation Time"": 20}"
Fried Catfish,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Southern American"",""Ingredients"": [""catfish"", ""all-purpose flour"", ""cornmeal"", ""eggs"", ""buttermilk"", ""hot sauce"", ""vegetable oil"", ""salt"", ""pepper"", ""garlic powder"", ""onion powder""],""Preparation Time"": 20}"
Brisket,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Jewish American"",""Ingredients"": [""brisket cut beef"", ""salt"", ""black pepper"", ""paprika"", ""garlic powder"", ""onion powder"", ""brown sugar"", ""smoked paprika"", ""apple cider vinegar"", ""beef broth""],""Preparation Time"": 240}"
Chili Con Carne,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""beef"", ""onions"", ""garlic"", ""tomatoes"", ""chili peppers"", ""beans"", ""cumin"", ""paprika"", ""salt"", ""pepper""],""Preparation Time"": 45}"
Burritos,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""tortilla"", ""beef"", ""beans"", ""cheese"", ""tomatoes"", ""onions"", ""salsa"", ""cilantro""],""Preparation Time"": 20}"
Tacos,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""tortillas"", ""ground beef"", ""cheese"", ""lettuce"", ""tomatoes"", ""salsa""],""Preparation Time"": 20}"
Enchiladas,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""tortillas"", ""meat"", ""onions"", ""garlic"", ""cheese"", ""tomatoes"", ""chili peppers""],""Preparation Time"": 40}"
Guacamole,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""avocado"", ""onion"", ""garlic"", ""lime juice"", ""salt"", ""cilantro""],""Preparation Time"": 20}"
Mole Poblano,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""chiles"", ""chocolate"", ""spices"", ""onions"", ""garlic"", ""almonds"", ""raisins"", ""cinnamon"", ""anise"", ""turkey or chicken""],""Preparation Time"": 60}"
Chiles en Nogada,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""poblano peppers"", ""picadillo"", ""walnuts"", ""cream"", ""pomegranate seeds"", ""onion"", ""garlic"", ""cinnamon"", ""allspice""],""Preparation Time"": 45}"
Pozole,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""Hominy"", ""Pork"", ""Onion"", ""Garlic"", ""Chili peppers"", ""Cumin"", ""Oregano"", ""Lime juice"", ""Salt""],""Preparation Time"": 40}"
Coq au Vin,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""chicken"", ""mushrooms"", ""onions"", ""red wine"", ""butter"", ""bacon"", ""thyme"", ""bay leaves""],""Preparation Time"": 45}"
Croque Monsieur,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""ham"", ""butter"", ""Gruyère cheese"", ""bread"", ""béchamel sauce"", ""eggs""],""Preparation Time"": 20}"
Quiche Lorraine,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""eggs"", ""cream"", ""milk"", ""butter"", ""bacon"", ""onions"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Crème Brûlée,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""cream"", ""sugar"", ""eggs"", ""vanilla"", ""salt""],""Preparation Time"": 40}"
Soufflé,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""eggs"", ""butter"", ""milk"", ""flour"", ""cheese"", ""salt""],""Preparation Time"": 40}"
Ratatouille,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""eggplant"", ""zucchini"", ""bell peppers"", ""onions"", ""garlic"", ""olive oil"", ""thyme"", ""rosemary"", ""bay leaves"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Confit de Canard,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""duck leg"", ""garlic"", ""thyme"", ""bay leaves"", ""olive oil"", ""salt"", ""black pepper""],""Preparation Time"": 120}"
Bouillabaisse,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""fish"", ""mussels"", ""clams"", ""shrimp"", ""vegetables"", ""tomatoes"", ""garlic"", ""thyme"", ""bay leaves"", ""fennel"", ""saffron""],""Preparation Time"": 40}"
Crêpes,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""flour"", ""eggs"", ""milk"", ""butter"", ""salt"", ""sugar""],""Preparation Time"": 20}"
Galette des Rois,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""flaky pastry"", ""frangipane"", ""almonds"", ""sugar"", ""butter"", ""eggs""],""Preparation Time"": 40}"
Kebab,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""lamb"", ""onion"", ""garlic"", ""cumin"", ""coriander"", ""paprika"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Dolma,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""grape leaves"", ""rice"", ""onions"", ""garlic"", ""olive oil"", ""lemon juice"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Falafel,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""chickpeas"", ""onions"", ""garlic"", ""parsley"", ""cilantro"", ""lemon juice"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Shawarma,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""lamb"", ""chicken"", ""pita bread"", ""tomato"", ""onion"", ""tahini sauce"", ""sumac""],""Preparation Time"": 20}"
Hummus,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""chickpeas"", ""tahini"", ""lemon juice"", ""garlic"", ""olive oil""],""Preparation Time"": 20}"
Tabbouleh,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""bulgur"", ""parsley"", ""tomatoes"", ""mint"", ""onions"", ""lemon juice"", ""olive oil"", ""salt""],""Preparation Time"": 20}"
Baba Ghanoush,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""eggplant"", ""tahini"", ""garlic"", ""lemon juice"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Baklava,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""Phyllo dough"", ""Nuts"", ""Honey"", ""Cinnamon"", ""Cardamom""],""Preparation Time"": 45}"
Kofta Kebab,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""lamb"", ""onion"", ""garlic"", ""cumin"", ""coriander"", ""paprika"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Mujaddara,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""lentils"", ""rice"", ""onions"", ""olive oil"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Moussaka,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Greek"",""Ingredients"": [""eggplant"", ""ground beef"", ""tomato sauce"", ""onions"", ""garlic"", ""bechamel sauce"", ""parmesan cheese""],""Preparation Time"": 45}"
Spanakopita,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Greek"",""Ingredients"": [""spinach"", ""feta cheese"", ""onions"", ""eggs"", ""filo pastry""],""Preparation Time"": 40}"
Tzatziki,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Greek"",""Ingredients"": [""yogurt"", ""cucumber"", ""garlic"", ""dill"", ""olive oil"", ""lemon juice"", ""salt""],""Preparation Time"": 20}"
Souvlaki,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Greek"",""Ingredients"": [""pork"", ""skewers"", ""olive oil"", ""lemon juice"", ""garlic"", ""oregano"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Goulash,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Hungarian"",""Ingredients"": [""beef"", ""onions"", ""garlic"", ""paprika"", ""caraway seeds"", ""tomato paste"", ""beef broth"", ""sour cream""],""Preparation Time"": 40}"
Wiener Schnitzel,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Austrian"",""Ingredients"": [""pork or veal cutlet"", ""all-purpose flour"", ""eggs"", ""butter"", ""breadcrumbs"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Sauerbraten,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""German"",""Ingredients"": [""beef"", ""vinegar"", ""water"", ""onion"", ""caraway seeds"", ""black pepper"", ""salt"", ""bay leaves"", ""allspice"", ""sugar""],""Preparation Time"": 120}"
Spätzle,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""German"",""Ingredients"": [""flour"", ""eggs"", ""salt"", ""milk"", ""butter""],""Preparation Time"": 30}"
Apfelstrudel,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Austrian"",""Ingredients"": [""Apples"", ""Sugar"", ""Cinnamon"", ""Raisins"", ""Nuts"", ""Butter"", ""Egg"", ""Flour""],""Preparation Time"": 40}"
Bratwurst,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""German"",""Ingredients"": [""pork"", ""seasonings"", ""salt"", ""sugar"", ""garlic"", ""onion"", ""white pepper""],""Preparation Time"": 20}"
Kartoffelpuffer,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""German"",""Ingredients"": [""potatoes"", ""onion"", ""flour"", ""egg"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Rösti,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Swiss"",""Ingredients"": [""potatoes"", ""onions"", ""garlic"", ""butter"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Borscht,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""beets"", ""vegetable broth"", ""sour cream"", ""diced veggies"", ""tomato paste"", ""onion"", ""garlic"", ""black pepper""],""Preparation Time"": 45}"
Pelmeni,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""minced meat"", ""onions"", ""eggs"", ""flour"", ""butter"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Beef Stroganoff,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""beef strips"", ""onions"", ""mushrooms"", ""sour cream"", ""Dijon mustard"", ""paprika"", ""black pepper"", ""salt"", ""noodles""],""Preparation Time"": 30}"
Caviar,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""fish roe"", ""salt""],""Preparation Time"": 10}"
Blini,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""buckwheat flour"", ""eggs"", ""milk"", ""butter"", ""salt"", ""sugar"", ""yeast""],""Preparation Time"": 30}"
Blinis with Caviar,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""buckwheat flour"", ""eggs"", ""milk"", ""butter"", ""caviar"", ""sour cream"", ""chives""],""Preparation Time"": 20}"
Chicken Kiev,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Ukrainian"",""Ingredients"": [""chicken breast"", ""butter"", ""garlic"", ""parsley"", ""dill"", ""salt"", ""black pepper"", ""all-purpose flour"", ""eggs"", ""breadcrumbs""],""Preparation Time"": 40}"
Pirozhki,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""dough"", ""ground beef"", ""onions"", ""mushrooms"", ""eggs"", ""butter""],""Preparation Time"": 40}"
Borscht,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""beets"", ""vegetable broth"", ""onions"", ""carrots"", ""cabbage"", ""tomatoes"", ""sour cream"", ""dill"", ""black pepper""],""Preparation Time"": 40}"
Vareniki,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Ukrainian"",""Ingredients"": [""dough"", ""potatoes"", ""cheese"", ""meat"", ""onions"", ""sour cream""],""Preparation Time"": 40}"
Pelmeni,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""ground meat"", ""onions"", ""eggs"", ""flour"", ""water"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Shashlik,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Russian"",""Ingredients"": [""Skewers of marinated meat"", ""Onions"", ""Mushrooms"", ""Bell peppers"", ""Tomatoes"", ""Garlic"", ""Paprika"", ""Salt"", ""Black pepper""],""Preparation Time"": 30}"
Plov,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Uzbek"",""Ingredients"": [""lamb"", ""carrots"", ""onions"", ""garlic"", ""cumin"", ""coriander"", ""turmeric"", ""rice"", ""vegetable oil"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Manti,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Central Asian"",""Ingredients"": [""ground meat"", ""onions"", ""garlic"", ""ginger"", ""cumin"", ""coriander"", ""turmeric"", ""salt"", ""black pepper"", ""flour"", ""water"", ""yogurt"", ""scallions""],""Preparation Time"": 40}"
Lagman,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Central Asian"",""Ingredients"": [""noodles"", ""meat"", ""onions"", ""carrots"", ""peppers"", ""garlic"", ""ginger"", ""cumin"", ""coriander"", ""turmeric"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Samsa,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Central Asian"",""Ingredients"": [""meat"", ""onions"", ""pepper"", ""salt"", ""flour"", ""butter"", ""water""],""Preparation Time"": 40}"
Ashlamfu,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""Lamb"", ""Onion"", ""Garlic"", ""Cumin"", ""Coriander"", ""Turmeric"", ""Paprika"", ""Salt"", ""Black Pepper""],""Preparation Time"": 45}"
Kuurdak,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Kyrgyz"",""Ingredients"": [""lamb"", ""onions"", ""black pepper"", ""salt"", ""flour"", ""butter""],""Preparation Time"": 40}"
